day,sentiment_mean,sentiment_std,subjectivity_mean,subjectivity_std,counting
2025-10-10,0.626835746354401,1.1518541716187,0.4926760531382765,0.46221646363374763,3.0
2025-10-11,0.33305689046043957,0.7072148236388941,0.07658749598507224,0.7186800239749855,5.0
2025-10-12,1.2435393806933384,0.6272594076230823,1.0152841821336864,0.1630364539005494,2.0
2025-10-13,-0.13604006799967006,0.6152596569380387,-0.04079848552847734,0.8423624120233842,11.0
2025-10-14,-0.11507399003785664,0.6185541507797678,0.09234935903134553,1.041851092395445,13.0
2025-10-15,0.5182522117670596,0.9358945703959486,-0.27047616553803927,1.171509801832872,7.0
2025-10-16,0.1754820232629979,0.8629526519451354,0.03900562020984859,0.9356910726296442,10.0
2025-10-17,0.09183236633564272,0.8625243215454008,0.1881298586273966,0.8885352485882548,9.0
2025-10-18,0.029338268085050134,1.0414905766224156,0.7636608979977512,0.07997959900243731,2.0
2025-10-19,0.4580314303119732,0.57962332634473,0.32614981940597615,1.0370371886440848,4.0
2025-10-20,0.09112908047636475,0.8518851796290404,-0.050350083583995744,0.8668046285410975,8.0
2025-10-21,0.1755039250509713,0.34240183412893566,-0.10389383307440996,0.6632391209279684,5.0
2025-10-22,0.004771040753019349,0.7129826753864738,0.4314498241183957,0.4003453457926827,9.0
2025-10-23,-0.1940432196336487,0.7208422714580227,0.2087733669906302,0.6771612059759367,8.0
2025-10-24,-0.42446693303737837,0.44938227850100054,-0.5661821713441345,0.9803809458822982,10.0
2025-10-25,-0.3498137213833198,0.8550849803575767,0.023942733703545514,0.7186464983230407,5.0
2025-10-26,0.009430037370253802,1.3416820173117894,0.8950305514851276,0.44215740084371474,4.0
2025-10-27,0.3705996673172116,0.717270589599753,0.5637801212364602,1.1389205035120025,11.0
2025-10-28,0.3213364720364656,0.5500577321082305,0.041956771816644034,1.0385489105582069,11.0
2025-10-29,-0.2541396784501459,1.0614532236729701,0.2710116559243204,1.0770501727070922,18.0
2025-10-30,0.3689909334235458,0.49326397416284495,0.12899913506644814,0.7287421469008051,11.0
2025-10-31,0.12098980509897068,0.7567326810484324,-0.04710686511015074,1.0474488041330448,14.0
2025-11-01,0.4279455819058389,0.9165393604051755,0.10129679283104547,0.6496560264753497,15.0
2025-11-02,-0.021840124451406373,0.4637085276272665,-0.023503650120235215,0.9809387004506118,6.0
2025-11-03,0.20639729409569524,0.7038942809402247,0.2142233370033226,0.7358131058916907,16.0
2025-11-04,0.20633974287669712,1.2089933508978516,-0.1655085617932304,1.0086648131196936,26.0
2025-11-05,0.16010143623204784,1.0038781325776607,0.0366260773203992,0.7949476400887685,29.0
2025-11-06,-0.03954319239576491,0.7047972105556933,0.17765243159801067,0.7745141829125505,26.0
2025-11-07,-0.00043975007048935815,0.7295878108266337,0.21089398663888267,0.7500715594852395,22.0
