domain,sentiment_mean,sentiment_std,subjectivity_mean,subjectivity_std,counting
www.cbsnews.com,0.11388888888888889,0.27891434146802707,0.44305555555555554,0.04517626657580718,2.0
www.cbc.ca,0.1657738095238095,0.1067675120005878,0.4203703703703703,0.1283267862153363,2.0
www.bostonherald.com,-0.17500000000000002,0.24748737341529167,0.28500000000000003,0.40305086527633216,2.0
www.techradar.com,0.21860795454545454,0.1548804909928489,0.5260732323232322,0.07419264332904298,2.0
www.newsbtc.com,0.026862373737373737,0.013436814465729224,0.4292929292929293,0.009999489834961205,2.0
www.mentalfloss.com,0.10251736111111115,0.3293693565839422,0.5743055555555555,0.18168715905487673,2.0
tinybuddha.com,0.1672348484848485,0.040444365136048724,0.54875,0.20447171089311003,2.0
www.nbcnews.com,-0.0007440476190476164,0.2906293050055423,0.46458333333333335,0.06776439986371073,2.0
biztoc.com,0.040740740740740744,0.24617791641309436,0.33425925925925926,0.024879683041748913,2.0
nofilmschool.com,0.45875,0.019445436482630096,0.74875,0.026516504294495633,2.0
www.nakedcapitalism.com,-0.09218749999999998,0.23328210325752616,0.4063988095238095,0.08859879609510014,2.0
apnews.com,0.03402777777777777,0.47238661354267963,0.5118055555555556,0.15811693301532523,2.0
www.dw.com,0.1925,0.010606601717798222,0.445,0.021213203435596368,2.0
gizmodo.com,0.13833333333333334,0.1579205144649956,0.5443055555555556,0.14947451680082305,2.0
m.economictimes.com,0.16428571428571428,0.47477169593953905,0.5202380952380952,0.11953471777201151,2.0
www.globenewswire.com,0.13398268398268395,0.1894801288114601,0.27835497835497836,0.3936533855436797,2.0
japantoday.com,0.27222222222222225,0.38498035864600927,0.32592592592592595,0.46092886477345324,2.0
www.thejournal.ie,-0.013000000000000008,0.06646803743153547,0.242,0.08768124086713189,2.0
netzpolitik.org,0.14204545454545453,0.024105912994995947,0.44431818181818183,0.14945666056897486,2.0
www.windowscentral.com,0.07670454545454546,0.05865772162115679,0.4389520202020203,0.07115708391485843,2.0
www.gamesindustry.biz,0.0,1.0,0.0,1.0,1.0
www.lightstalking.com,0.0,1.0,0.0,1.0,1.0
clarkesworldmagazine.com,0.0,1.0,0.0,1.0,1.0
www.menshealth.com,0.0,1.0,0.0,1.0,1.0
www.mcsweeneys.net,0.0,1.0,0.0,1.0,1.0
www.freep.com,0.0,1.0,0.0,1.0,1.0
www.mindbodygreen.com,0.0,1.0,0.0,1.0,1.0
blog.mano.lol,0.0,1.0,0.0,1.0,1.0
www.ibtimes.com,0.0,1.0,0.0,1.0,1.0
www.kqed.org,0.0,1.0,0.0,1.0,1.0
www.geeky-gadgets.com,0.0,1.0,0.0,1.0,1.0
calnewport.com,0.0,1.0,0.0,1.0,1.0
www.investopedia.com,0.0,1.0,0.0,1.0,1.0
www.insurancejournal.com,0.0,1.0,0.0,1.0,1.0
www.homedit.com,0.0,1.0,0.0,1.0,1.0
www.hurriyetdailynews.com,0.0,1.0,0.0,1.0,1.0
www.motherjones.com,0.0,1.0,0.0,1.0,1.0
chriskresser.com,0.0,1.0,0.0,1.0,1.0
www.ign.com,0.0,1.0,0.0,1.0,1.0
hackaday.com,0.0,1.0,0.0,1.0,1.0
www.nybooks.com,0.0,1.0,0.0,1.0,1.0
www.motorsport.com,0.0,1.0,0.0,1.0,1.0
www.nationalgeographic.com,0.0,1.0,0.0,1.0,1.0
www.yankodesign.com,0.0,1.0,0.0,1.0,1.0
www.xda-developers.com,0.0,1.0,0.0,1.0,1.0
www.wsbradio.com,0.0,1.0,0.0,1.0,1.0
www.wired.com,0.0,1.0,0.0,1.0,1.0
www.usatoday.com,0.0,1.0,0.0,1.0,1.0
www.theverge.com,0.0,1.0,0.0,1.0,1.0
www.thehindubusinessline.com,0.0,1.0,0.0,1.0,1.0
www.thefader.com,0.0,1.0,0.0,1.0,1.0
www.theatlantic.com,0.0,1.0,0.0,1.0,1.0
www.spacedaily.com,0.0,1.0,0.0,1.0,1.0
assetstore.unity.com,0.0,1.0,0.0,1.0,1.0
www.sanluisobispo.com,0.0,1.0,0.0,1.0,1.0
www.salon.com,0.0,1.0,0.0,1.0,1.0
www.realmenrealstyle.com,0.0,1.0,0.0,1.0,1.0
www.psychologytoday.com,0.0,1.0,0.0,1.0,1.0
www.popsci.com,0.0,1.0,0.0,1.0,1.0
www.pockettactics.com,0.0,1.0,0.0,1.0,1.0
www.pcworld.com,0.0,1.0,0.0,1.0,1.0
balloon-juice.com,0.0,1.0,0.0,1.0,1.0
www.pbs.org,0.0,1.0,0.0,1.0,1.0
www.ozarksfirst.com,0.0,1.0,0.0,1.0,1.0
www.oklahoman.com,0.0,1.0,0.0,1.0,1.0
www.foxbusiness.com,0.0,1.0,0.0,1.0,1.0
www.npr.org,0.0,1.0,0.0,1.0,1.0
www.ndtvprofit.com,0.0,1.0,0.0,1.0,1.0
www.foxla.com,0.0,1.0,0.0,1.0,1.0
www.dumblittleman.com,0.0,1.0,0.0,1.0,1.0
clojurecivitas.github.io,0.0,1.0,0.0,1.0,1.0
thechalkboardmag.com,0.0,1.0,0.0,1.0,1.0
theaviationist.com,0.0,1.0,0.0,1.0,1.0
steamykitchen.com,0.0,1.0,0.0,1.0,1.0
statetimes.in,0.0,1.0,0.0,1.0,1.0
spencereducation.com,0.0,1.0,0.0,1.0,1.0
soldiersystems.net,0.0,1.0,0.0,1.0,1.0
sneakernews.com,0.0,1.0,0.0,1.0,1.0
sectionhiker.com,0.0,1.0,0.0,1.0,1.0
screenrant.com,0.0,1.0,0.0,1.0,1.0
scienceblog.com,0.0,1.0,0.0,1.0,1.0
reactormag.com,0.0,1.0,0.0,1.0,1.0
g87.bimmerpost.com,0.0,1.0,0.0,1.0,1.0
geektyrant.com,0.0,1.0,0.0,1.0,1.0
github.com,0.0,1.0,0.0,1.0,1.0
nymag.com,0.0,1.0,0.0,1.0,1.0
nutritionfacts.org,0.0,1.0,0.0,1.0,1.0
news.xbox.com,0.0,1.0,0.0,1.0,1.0
news.sky.com,0.0,1.0,0.0,1.0,1.0
mypeoplesreview.com,0.0,1.0,0.0,1.0,1.0
mobilesyrup.com,0.0,1.0,0.0,1.0,1.0
medium.com,0.0,1.0,0.0,1.0,1.0
matadornetwork.com,0.0,1.0,0.0,1.0,1.0
longreads.com,0.0,1.0,0.0,1.0,1.0
lithub.com,0.0,1.0,0.0,1.0,1.0
kottke.org,0.0,1.0,0.0,1.0,1.0
journals.plos.org,0.0,1.0,0.0,1.0,1.0
iso.500px.com,0.0,1.0,0.0,1.0,1.0
insidethemagic.net,0.0,1.0,0.0,1.0,1.0
indianexpress.com,0.0,1.0,0.0,1.0,1.0
hungryrunnergirl.com,0.0,1.0,0.0,1.0,1.0
theawesomer.com,0.0,1.0,0.0,1.0,1.0
theconversation.com,0.0,1.0,0.0,1.0,1.0
www.esquire.com,0.0,1.0,0.0,1.0,1.0
thequietus.com,0.0,1.0,0.0,1.0,1.0
www.espn.com,0.0,1.0,0.0,1.0,1.0
www.esa.int,0.0,1.0,0.0,1.0,1.0
hiconsumption.com,0.0,1.0,0.0,1.0,1.0
dailycaller.com,0.0,1.0,0.0,1.0,1.0
www.disneyfoodblog.com,0.0,1.0,0.0,1.0,1.0
earmilk.com,0.0,1.0,0.0,1.0,1.0
www.denverpost.com,0.0,1.0,0.0,1.0,1.0
www.demilked.com,0.0,1.0,0.0,1.0,1.0
www.dazeddigital.com,0.0,1.0,0.0,1.0,1.0
economondo.com,0.0,1.0,0.0,1.0,1.0
www.cnbc.com,0.0,1.0,0.0,1.0,1.0
www.cinemablend.com,0.0,1.0,0.0,1.0,1.0
www.cfodive.com,0.0,1.0,0.0,1.0,1.0
acquiremag.com,0.0,1.0,0.0,1.0,1.0
www.boredpanda.com,0.0,1.0,0.0,1.0,1.0
www.bikeexif.com,0.0,1.0,0.0,1.0,1.0
financialpost.com,0.0,1.0,0.0,1.0,1.0
www.autosport.com,0.0,1.0,0.0,1.0,1.0
www.astrology.com,0.0,1.0,0.0,1.0,1.0
www.antiwar.com,0.0,1.0,0.0,1.0,1.0
www.androidheadlines.com,0.0,1.0,0.0,1.0,1.0
www.aljazeera.com,0.0,1.0,0.0,1.0,1.0
www.activistpost.com,0.0,1.0,0.0,1.0,1.0
fortune.com,0.0,1.0,0.0,1.0,1.0
www.7x7.com,0.0,1.0,0.0,1.0,1.0
whyevolutionistrue.com,0.0,1.0,0.0,1.0,1.0
waymo.com,0.0,1.0,0.0,1.0,1.0
freerepublic.com,0.0,1.0,0.0,1.0,1.0
thoughtcatalog.com,0.0,1.0,0.0,1.0,1.0
www.zdnet.com,0.0,1.0,0.0,1.0,1.0
