domain,sentiment_mean,sentiment_std,subjectivity_mean,subjectivity_std,counting
bringatrailer.com,0.021181796215029493,0.17570761898973908,0.31542049590077037,0.21492052861943722,106.0
economictimes.indiatimes.com,0.007408056972789115,0.13449858508052243,0.4961963487075094,0.18607784752832407,16.0
www.forbes.com,0.12340197611030944,0.13386498496023777,0.4331675217786329,0.19256691746496532,9.0
www.irishtimes.com,0.12760957792207794,0.12198803246114093,0.3799625721500721,0.19323147318412923,8.0
www.trendir.com,0.2366161616161616,0.22589447411878924,0.7644255050505051,0.17764586936352697,6.0
timesofindia.indiatimes.com,0.04486111111111111,0.14074249207000022,0.5010615079365079,0.0708369388504806,6.0
paultan.org,0.05333333333333332,0.06390096504226937,0.17106837606837608,0.10804967901048289,5.0
fstoppers.com,0.20039083475447111,0.0993520913671426,0.44572234247234255,0.12500928483529725,5.0
www.gamesradar.com,0.1464361471861472,0.22417745650984708,0.5173679653679654,0.08060415501953302,5.0
abcnews.go.com,-0.08796296296296297,0.0635322844385498,0.24074074074074076,0.1955611671473198,4.0
www.abc.net.au,0.10576975108225109,0.07476822994680361,0.45790043290043286,0.1309022837163704,4.0
www.bbc.com,-0.0012689393939394004,0.04731315348456295,0.29859375,0.22669925458529464,4.0
finance.yahoo.com,0.011590909090909084,0.12067104614368133,0.4140530303030303,0.17430632886097894,4.0
www.droidgamers.com,0.12988744588744588,0.1991656301187797,0.5601109307359307,0.09171854057252636,4.0
www.livescience.com,0.2254383116883117,0.12031451090482226,0.4504761904761905,0.07356954041865651,4.0
www.naturalnews.com,0.13523674242424244,0.1194402148718868,0.4859627525252525,0.15210659618994793,4.0
nypost.com,0.09924242424242422,0.26474499862029455,0.5558080808080809,0.06791192373034845,4.0
www.digitaljournal.com,0.16770833333333335,0.07128380046219011,0.3395171957671958,0.12603987396408398,3.0
newatlas.com,0.03146773861059576,0.18258019865749522,0.2622998694427266,0.22944870276518967,3.0
www.cnet.com,0.1909722222222222,0.18298709940698746,0.514236111111111,0.0415028608823507,3.0
www.businessinsider.com,0.06507936507936507,0.17242326061529337,0.4659027777777778,0.09539559304710055,3.0
www.independent.ie,0.07474747474747474,0.12946642400009792,0.17676767676767677,0.18202849788828382,3.0
www.pcgamer.com,0.1396635000801667,0.24932159635199438,0.2666766875100208,0.23323700663328034,3.0
www.space.com,0.22304793971460635,0.07257064503549358,0.5492953342953343,0.05956834065309807,3.0
petapixel.com,0.21205908289241626,0.19369407112354758,0.4874589145422479,0.2489585793498864,3.0
www.yahoo.com,-0.026666666666666672,0.1814754345175493,0.3444444444444444,0.06475023237481542,3.0
www.breitbart.com,0.09354256854256854,0.013114602928789834,0.4131313131313132,0.2679282218963922,3.0
ahouseinthehills.com,0.23885679271708682,0.02539617956981605,0.5424107142857143,0.0676851085233401,3.0
english.khabarhub.com,0.08182539682539682,0.22247898998021198,0.38206349206349205,0.05030537885102774,3.0
www.snopes.com,0.1009469696969697,0.14008213884869863,0.40954545454545455,0.15492066751450717,2.0
www.kpbs.org,0.2952922077922078,0.07736850170774887,0.42508116883116887,0.12362889664576479,2.0
www.shutterbean.com,0.14922969187675073,0.02802678138316427,0.4988795518207283,0.015053253605091714,2.0
www.sfchronicle.com,0.3614718614718615,0.033059537821708666,0.5281385281385281,0.03305953782170873,2.0
www.sciencealert.com,0.05888888888888892,0.40383653947765047,0.5255555555555556,0.026712922844825106,2.0
